"R0.1" "R0.2" "Reffs.1" "Reffs.2" "Reffs.3" "Reffs.4" "Reffs.5" "Reffs.6" "seeds" "error1s_ov" "error2s_ov" "errors1_rest" "errors2_rest"
"64" 5.81468209602893 3.0177399230452 1.08284675776592 0.744717193962394 0.792848190818698 1.36168434886474 0.500621674382906 0.158875986109196 1654562771.57043 2157 0.411932428473782 6650 6.22136510106435
"65" 5.10394294031835 3.02400073024616 1.13029528738117 0.740011919850946 1.30058339377981 1.46000887772333 0.484139746052431 1.71886501261714 1654359788.01659 2160 0.413651010643492 6652 6.23304364808125
"66" 5.71835771349591 3.60325429661608 1.03488692703217 0.730519996702965 1.19750479078912 1.3499260418211 0.518145543689802 1.47138649296072 1654290076.30175 2164 0.415271946099013 6652 6.24962406015038
"67" 5.16381567924547 3.16354127795321 1.1044425851583 0.707918891443784 1.8898325129321 1.42920334040832 0.504889122861838 0.61823887300742 1653978551.95446 2170 0.41595547309833 6655 6.25712332780003
"68" 5.08267944406932 3.7633316363452 1.01042539860553 0.750495166034033 0.626275994980345 1.43582712452915 0.486273976054248 0.515885775409348 1654249386.4244 2171 0.41726393906845 6667 6.28251147348892
"69" 5.76804281370091 3.5770925718419 1.04156548989573 0.71358492833607 1.18563814700101 1.32270899778787 0.51479904561213 1.94665572145295 1654218476.64438 2172 0.417381115125476 6670 6.30510692315204
"70" 5.01514603877794 3.35950291670791 1.10353179786398 0.722729953322219 1.9033468089687 1.39264912351061 0.504067570365941 2.1625011433906 1654444342.45153 2173 0.417654525925203 6670 6.30606386095109
"71" 5.30473601078236 3.91933357088435 1.03374721011635 0.703606032274971 1.82368429835811 1.41205648992916 0.527718909313766 1.45789788398431 1654408671.64113 2175 0.418533346352895 6670 6.31436383165707
"72" 5.47493277474411 3.11654633420311 1.11677881510359 0.698647351011047 0.284377721052294 1.33467049331018 0.526564916073344 1.05588663497989 1654396547.57441 2175 0.42070110340787 6675 6.33512352309345
"73" 5.39686945199816 4.259037923484 0.93025011873707 0.742659983558162 1.60252299163543 1.40184667447752 0.518014854242217 0.975044603444782 1654238767.2049 2177 0.42241968557758 6675 6.33736939751978
"74" 5.13547537496179 3.48193032462424 1.06267823460493 0.718817429564347 0.754712304381834 1.46934894587718 0.485726975740675 1.8196200768776 1654396955.76445 2177 0.42365003417635 6676 6.3496924128503
"75" 5.8016983379912 2.808424697588 1.10481969921456 0.7289696968687 0.545488817970667 1.35322990721321 0.501801119160515 0.416548235784968 1654326606.73407 2179 0.427262962601308 6678 6.35568792110146
"76" 5.75460499244018 3.62571499075867 1.06624675540257 0.718801298881943 1.33262039594983 1.30207765364548 0.532246323831419 1.78620513586609 1654607410.9691 2179 0.427341079972659 6684 6.36512059369203
"77" 5.16174653996588 3.14036118389989 1.09394711537456 0.716616205225535 0.234728729667079 1.3936150068681 0.488903508549183 1.4062616782735 1654190957.76815 2186 0.427380138658334 6685 6.38882921589689
"78" 5.84681383726987 2.90219127863472 1.13939084924331 0.721577373386497 0.811348698843721 1.44868970582205 0.469542658921083 1.50883173690005 1654135865.31073 2189 0.428044136314813 6686 6.39710965726003
"79" 5.56896172391598 3.14686172027854 1.08833559749333 0.729163741124401 1.07238119996801 1.40678146189124 0.480889973128526 1.39399608192812 1654235341.19928 2190 0.429567425056147 6687 6.40490186505225
"80" 5.27782546206334 3.19327960652279 1.11340420708965 0.728509191460224 0.249734918514742 1.39538965198877 0.502377654948294 1.00505340338248 1654437884.08888 2196 0.430465774826677 6688 6.40611268430818
"81" 5.69560657023991 3.762266647249 1.00155357617635 0.729722509795232 1.24152046764716 1.38104421503927 0.511986223982832 2.07080323043992 1654508136.7738 2196 0.433727175080559 6692 6.40843667610585
"82" 5.35004452472658 3.39133246019004 1.05634867284599 0.715411273163458 1.50352705614251 1.37277047249686 0.497131053547638 2.02238932972911 1654419353.85717 2199 0.437672102333757 6692 6.43808221853336
"83" 4.95350950041373 3.80568766404007 0.97519778966609 0.739408586202963 0.108470916267322 1.43556847830993 0.504493632882764 1.85498105668636 1654730176.26308 2199 0.441597500244117 6693 6.44417537349869
"84" 5.03531311927721 2.97947845858418 1.16417363320392 0.698302802144092 0.619399686465099 1.39304539408188 0.457437488555248 1.75089485153783 1654508644.25832 2199 0.442652084757348 6695 6.45257299091886
"85" 6.0893586394199 3.40337652395122 1.08946309868963 0.702031297281095 1.20180610098837 1.31609430625993 0.486595297484985 1.15969326861016 1654318234.47358 2199 0.445034664583537 6696 6.45259252026172
"86" 5.32436786263528 3.34231215048217 1.04209890478304 0.747222903138639 1.175441455052 1.42558340009014 0.4860363799618 0.863468186297769 1654830720.73993 2202 0.445054193926374 6698 6.45272922566156
"87" 5.15600358265583 3.5362260491778 1.08016647412542 0.699231767625263 1.47070221251392 1.32105794089103 0.53172491383083 1.26929371652866 1654393107.48416 2206 0.4451713699834 6698 6.48739380919833
"88" 5.45120784752453 3.58479097805626 1.0419281624033 0.734163846312714 0.599179528255802 1.40969908483171 0.49932934643597 1.80100236238893 1654424344.27453 2207 0.448257006151743 6699 6.55721120984279
"89" 4.80197181298584 3.65146014117276 1.02495369451684 0.761068922516847 2.0631053141208 1.47290502601158 0.500246715258208 0.930066160575831 1654621159.33215 2208 0.449780294893076 6701 6.58054877453374
"90" 5.72285564871187 3.14564587404995 1.10853436176283 0.699142024750392 0.832961855105517 1.38071365239363 0.482136156502279 2.18543767515356 1654685868.31814 2208 0.450073235035641 6703 6.59599648471829
"91" 5.31966778697163 3.34029490164192 1.120334530829 0.694079912249687 1.42265154806779 1.344673578655 0.515156258476518 1.0852683585234 1654725818.7427 2210 0.451108290206035 6706 6.60214822771214
"92" 5.76290047971209 3.50827245269908 1.04279486652198 0.73716294880471 1.35030918956259 1.39271532744711 0.509094691449646 1.73831970588704 1654750814.9375 2213 0.454135338345865 6708 6.62433356117567
"93" 5.49035436941542 3.00277399828079 1.1046550180504 0.746518869261758 1.12294399816518 1.35114770328673 0.517495882148832 1.09385579722218 1654420483.19869 2215 0.454291573088566 6709 6.62685284640172
"94" 5.52797955669162 3.9978304242205 0.972510707975902 0.741771574804949 1.00040417556921 1.32178398373228 0.511300052552845 0.0610805203130632 1654494571.75255 2216 0.454311102431403 6709 6.62747778537254
"95" 5.39507282585394 3.58517509078157 0.994687855817195 0.739087695593503 0.696552174593651 1.37829372640791 0.53729721740199 1.6531093868859 1654931018.0711 2217 0.454838394688019 6710 6.63593399082121
"96" 4.6926674684989 3.38594434489647 1.10263505519105 0.724668112906735 0.878343489684408 1.48678966409259 0.468153119980979 1.5623166753079 1654503495.3325 2219 0.455287569573284 6712 6.64308173029978
"97" 5.39693907285036 2.54525894292578 1.16299391320807 0.688354192291412 1.03548278782454 1.34050046922409 0.524106855515136 1.08061322838107 1654501940.53483 2220 0.455541451030173 6713 6.64513231129773
"98" 5.79226831864525 3.24723289071323 1.10732713966945 0.687862927222632 0.198198296738292 1.26814557360387 0.554918850026083 2.4909938559555 1654678572.78092 2222 0.45630309540084 6715 6.65106923152036
"99" 5.69147145235078 3.567340824998 1.06097107431216 0.719857671037529 0.77178045151666 1.32078251503203 0.497761481585162 0.977380217322789 1654333143.37274 2222 0.457670149399473 6718 6.66272824919442
"100" 5.13667465448196 3.48892823335166 1.04471630098261 0.753758244657165 0.640018019603116 1.38565843180679 0.505083133456503 0.606295810171247 1654216221.23497 2223 0.459759789083097 6719 6.67850795820721
"101" 5.37668608431314 3.2560854168031 1.06059310078722 0.730354201828165 1.51237310354228 1.32343906417043 0.514924288525012 1.44392321369674 1654456221.05978 2225 0.460912020310517 6721 6.6791719558637
"102" 5.41313632663626 3.85989756561584 1.03614490075647 0.717317273256347 1.27999323153672 1.36877455439557 0.483307921454714 0.973682511316747 1654662048.85962 2230 0.461771311395371 6722 6.69659212967484
"103" 5.15698232815216 3.12821395928377 1.05956459228883 0.708982302055675 0.878226220496716 1.45468875873291 0.484798686597701 1.15933615116255 1654916584.72753 2230 0.461868958109559 6723 6.70582950883703
"104" 5.27872592297863 2.98544868768879 1.16352788031854 0.707824045669486 0.18147160221707 1.40411319112734 0.498786197809072 0.27987037773857 1654033984.68722 2232 0.462708719851577 6725 6.71153207694561
"105" 5.62760895448782 3.27072290318905 1.09651393702177 0.721668446919336 1.8233461355439 1.327264495606 0.493759248335048 1.76193797324032 1654393937.89377 2232 0.463138365394005 6725 6.7472512449956
"106" 5.74929027393808 3.25331430141002 1.11816833312268 0.711631580646768 1.8271043702887 1.34038455149922 0.504906758363092 0.823316837253977 1654566654.6442 2235 0.463841421736158 6727 6.75674250561469
"107" 4.8788227208039 3.51494082819772 1.05734469429608 0.725766441803371 0.937995777245062 1.39143899701382 0.496030042666666 1.43062918569564 1654757403.3268 2237 0.463900009764671 6728 6.77980665950592
"108" 5.534194099376 3.84949489282526 1.02491121261956 0.708413198851914 0.646158133754129 1.3736298103928 0.48729035440304 0.809165166420448 1654843770.71522 2238 0.464329655307099 6731 6.78127136021874
"109" 5.47975328374545 3.25677874121326 1.06682798235044 0.72265987876564 0.647509684043944 1.33586271658303 0.528390734035572 0.922365884449818 1654584387.0437 2242 0.46456400742115 6732 6.79630895420369
"110" 4.86320855376165 4.09123378290313 0.948895050033881 0.745806375728968 1.59206652717177 1.47018261021035 0.476104880107943 0.00994448623027622 1654029612.99714 2242 0.464837418220877 6733 6.79818377111611
"111" 5.66476875977248 2.9339704499782 1.11607486488031 0.731798667773044 1.56140501177833 1.31298175342453 0.494122114578513 0.155944452636696 1654642104.31175 2242 0.465931061419783 6735 6.81511571135631
"112" 5.44880950441782 3.76125937241439 0.956111988081322 0.764051994225576 1.2802982606663 1.45246776291868 0.475772302517836 1.11313715984666 1654326650.22668 2247 0.465989649448296 6737 6.81802558343912
"113" 5.65563772776391 3.5952769359033 1.04944218251696 0.711297786207802 1.53675233538198 1.36578070313439 0.527084383104726 1.1308680917856 1654110578.16061 2247 0.468938580216775 6738 6.8264232008593
"114" 5.76479832748342 3.39310999326687 1.06135323767952 0.721663369361464 0.481830987646982 1.37929877586418 0.491721460915206 1.1892550421482 1654248522.3018 2248 0.469290108387853 6740 6.84659701201055
"115" 5.46012842337811 3.20379252389746 1.11760599201808 0.716445430976458 1.07581996116351 1.36922985696342 0.50930599317936 1.92925662083463 1654755566.60974 2249 0.469290108387853 6740 6.85001464700712
"116" 5.52161312378404 3.0359912485174 1.10507643440663 0.73370695814746 0.847344599380924 1.43020296856193 0.497268751572402 0.836793578326059 1653992329.84521 2250 0.469758812615955 6742 6.88510887608634
"117" 5.16246663834153 3.97174609579521 1.04481376119266 0.696728483278929 1.59444973857139 1.44335782678698 0.511499337893879 1.09460204230758 1654018381.20967 2254 0.470012694072844 6743 6.89690459916024
"118" 5.75869447435096 2.79779750057958 1.1334802537997 0.705257969229831 1.16294946954847 1.40127813046913 0.486340940110096 1.14798046684821 1654342988.15004 2255 0.470090811444195 6748 6.90299775412558
"119" 5.17958308596667 2.63216151869506 1.16780447608761 0.704139858454949 1.85512488558742 1.42336252574039 0.507369128462868 1.43711296276703 1654036017.62468 2257 0.472063275070794 6751 6.90813397129188
"120" 5.35337649808581 3.33954361028838 1.08185375176561 0.727568438120838 1.17029702427684 1.30737562469561 0.516995447530676 1.36748779304707 1654870142.60296 2259 0.472551508641734 6752 6.91893369788107
"121" 5.37701503732457 2.95380084343803 1.16804002482906 0.691734566732649 0.874534238815653 1.39669086791763 0.493364091988571 2.02693147142281 1654524040.70147 2262 0.473449858412264 6755 6.92088663216482
"122" 5.67939738467073 3.41117169461394 1.03219016757659 0.747666435857757 1.65561753876316 1.37204618689679 0.486222079229012 0.735653040267503 1654270500.18291 2263 0.474211502782931 6758 6.92405038570453
"123" 5.38418258708572 3.14288908150853 1.0950485876771 0.723593602718135 0.307041143184694 1.38682399638171 0.504719795659628 0.911473856541962 1654083838.7345 2263 0.474660677668196 6759 6.94414607948443
"124" 5.37399082704663 3.52341649417224 1.03347328917159 0.748734963671573 0.990967838824582 1.43087082967902 0.49393000522316 2.06032601457772 1654240447.97636 2264 0.474953617810761 6760 6.94582560296847
"125" 5.62332197373687 3.67079675013097 1.0534779326077 0.744250282794712 1.55685699611332 1.41298180798351 0.471368469382406 1.02088940765755 1654181739.0304 2264 0.476750317351821 6762 6.95711356312861
"126" 5.92960756647741 3.24515857129882 1.10948872958303 0.719619779252072 1.17865159296576 1.35148094179609 0.516301987321072 1.49410292073067 1654216284.64327 2265 0.476906552094522 6764 6.9599648471829
"127" 5.47306069279535 3.73178862669992 1.00703024578598 0.744587021074169 0.0436318226692167 1.41250960675426 0.45982253217757 3.02836555817941 1654823481.63735 2266 0.478703251635583 6765 6.97361585782639
"128" 5.03895381252174 3.66744494930432 1.0564367135668 0.745251291415464 1.49089436452905 1.38399496102251 0.506470694332791 1.30422015219789 1654095163.14585 2266 0.478820427692608 6767 6.98105653744752
"129" 4.68145683526683 3.4563674070941 1.03932044710947 0.742040431039594 0.318179147386487 1.49156485720651 0.486900190984683 0.618576368050399 1654828707.73169 2267 0.479875012205839 6769 6.9833805292452
"130" 5.17974460437402 3.57724057993107 1.08311667570634 0.715676882836909 1.55984657208152 1.42262350225038 0.492672934020681 2.1002190261457 1654458341.21397 2268 0.480109364319891 6770 6.98586075578557
"131" 5.83979770995337 3.09851634464348 1.05890426331491 0.698546517904865 1.01013149153367 1.31856533366925 0.520665914530687 0.421801926191957 1654756357.51596 2269 0.480558539205156 6773 6.98957133092472
"132" 5.93392886323452 3.19090912761974 1.07800505287102 0.702137596349876 1.24320380508893 1.33576885464746 0.544679547741423 2.42569354821498 1654051099.87885 2269 0.480792891319207 6774 6.9975002441168
"133" 5.33348860191465 4.01271865088786 0.979135062406071 0.741023785845371 0.504001647455537 1.40575047197562 0.511606223647434 0.769629717879534 1654240442.10356 2272 0.481398300947173 6779 6.99951176642907
"134" 5.08983276797932 3.42957279867347 1.0423091349442 0.736430062376334 1.05635924803024 1.39309567512376 0.474676817545417 1.24152187422224 1653962799.01064 2272 0.483077824431208 6779 7.01734205643981
"135" 4.78470938242058 4.35061317106795 0.937610484940765 0.7423766213279 0.540679928602256 1.43171579426199 0.493400262999076 1.081003029469 1654666719.43033 2274 0.483234059173909 6780 7.02031051655112
"136" 5.37903763334971 3.03356878661 0.98954761947937 0.767380817735744 1.9009429094941 1.40918808914621 0.514039310617899 1.11283872486846 1654285763.55226 2281 0.485362757543209 6781 7.02304462454839
"137" 5.25066795969894 3.83984167838303 1.04401039494482 0.711277155382873 1.40425990594091 1.38809378575884 0.503868236510567 2.14382290627944 1654237756.02954 2282 0.485870520456987 6781 7.02693096377307
"138" 5.42149616983404 3.79797895496769 1.01212369819127 0.753627767929347 1.28203073307682 1.4084823750828 0.504916689216101 1.23829091568258 1654082464.27687 2285 0.486593106141978 6786 7.03169612342545
"139" 4.86822119021681 3.7379185909936 0.988129657842783 0.740545883188982 0.274691165971908 1.42262175146225 0.498886705055499 0.798520780896244 1654126798.30391 2286 0.486749340884679 6791 7.04372619861342
